Loan ID,Loan Title,Loan Purpose,Amount Requested,Interest Rate,APR,Loan Length,Amount Funded,Number of Lenders,Expiration Date,Status,Application Date,CREDIT Rating,Home Ownership,Monthly Income,Debt-To-Income Ratio,FICO Range,Earliest CREDIT Line,Open CREDIT Lines,Total CREDIT Lines,Revolving CREDIT Balance,Revolving Line Utilization,Inquiries in the Last 6 Months,Accounts Now Delinquent,Delinquent Amount,Delinquencies (Last 2 yrs),Months Since Last Delinquency,Public Records On File,Months Since Last Record,Loan Description,Location,Education,Employment Length
"971765","Debt Consolidation","debt_consolidation","25000.00","15.27%","18.95%","36 months","24850.00","184","2011-10-14","In-Funding","2011-09-30","C4","RENT","8400.00","17.83%","679-713","1988-06-01","6","12","10065","94.1%","2","0","0","0","","0","","  Borrower added on 10/03/11 > I am using these funds to completely pay off credit cards and car loans. As well, once I have these under control, I am going to begin investing in LendingClub as this is an excellent idea.<br/> Borrower added on 10/03/11 > I am incredibly grateful. Thank you.<br/>null","Scottsdale, AZ","","1 year"
"974862","Consolidation","debt_consolidation","32000.00","11.71%","13.99%","60 months","24175.00","49","2011-10-17","In-Funding","2011-10-03","B3","MORTGAGE","4583.33","23.65%","750-779","1996-11-20","11","23","28560","40.7%","0","0","0","0","","0","","  Borrower added on 10/03/11 > Loan is to consolidate debts.  I am an excellent risk as I have never defaulted on any type of loan before.<br/>null","Powhatan, VA","","10+ years"
"973931","CC payoff","debt_consolidation","12500.00","6.03%","6.78%","36 months","4950.00","22","2011-10-17","In-Funding","2011-10-03","A1","MORTGAGE","5417.00","12.48%","714-749","1991-06-20","10","18","13682","46.1%","0","0","0","0","","0","","  Borrower added on 10/03/11 > pay off credit cards<br/> Borrower added on 10/04/11 > Paying off credit cards<br/>","CARROLLTON, TX","","5 years"
"893446","Pay off debt","debt_consolidation","24000.00","12.42%","14.71%","60 months","19525.00","20","2011-10-17","In-Funding","2011-10-03","B4","MORTGAGE","5000.00","27.52%","750-779","2000-09-19","9","28","9874","24.1%","3","0","0","0","","0","","","san antonio, TX","","10+ years"
"976981","back on track","debt_consolidation","5600.00","17.58%","21.31%","36 months","2250.00","45","2011-10-18","In-Funding","2011-10-04","D4","RENT","3500.00","1%","660-678","2005-02-07","2","3","858","47.7%","2","0","0","1","14","0","","","baltimore, MD","","7 years"
"883584","Small Business","small_business","16750.00","15.96%","18.33%","60 months","675.00","15","2011-10-18","In-Funding","2011-10-04","C5","RENT","2500.00","22.52%","714-749","1998-09-21","3","8","10218","63.1%","1","0","0","0","","0","","","Riverside, CA","","3 years"
"976833","I need it now","moving","8875.00","10.65%","13.49%","36 months","850.00","12","2011-10-18","In-Funding","2011-10-04","B2","RENT","1920.00","20.94%","714-749","2006-12-28","7","10","0","0%","0","0","0","0","40","0","","  Borrower added on 10/04/11 > Burial expensive<br/>","San Jose, CA","","2 years"
"977433","Soldier starting business","small_business","9700.00","7.90%","9.98%","36 months","225.00","7","2011-10-18","In-Funding","2011-10-04","A4","MORTGAGE","6833.33","9.32%","714-749","2000-04-04","6","16","19542","86.9%","2","0","0","0","","0","","","Marietta, GA","","1 year"
"977493","Relocation","moving","4000.00","7.90%","9.98%","36 months","0.00","0","2011-10-18","In-Funding","2011-10-04","A4","RENT","4166.67","14.11%","714-749","2001-10-26","5","9","9097","85%","0","0","0","0","","0","","  Borrower added on 10/04/11 > Plans to relocate.  Take care of my mother diagnosed with an illness. No one is around to keep her company.  I have good to excellent credit.  Two credit cards active which all have been paid ON-TIME.   Steady job of four years, with no problems paying my debts off.  Hoping Lending Club can help me take care of my expenses to relocate.<br/>","San Diego, CA","","4 years"
"977773","paying debt off","debt_consolidation","3000.00","7.90%","9.98%","36 months","0.00","0","2011-10-18","In-Funding","2011-10-04","A4","OWN","1333.33","2.48%","714-749","2007-08-26","5","6","682","13.4%","0","0","0","0","","0","","","carver, MA","","3 years"
"977914","Terry","debt_consolidation","10000.00","7.51%","9.59%","36 months","0.00","0","2011-10-18","In-Funding","2011-10-04","A3","MORTGAGE","6833.33","15.16%","714-749","1985-09-20","11","47","15615","54.5%","2","0","0","0","","0","","","Las Vegas, NV","","10+ years"
"893983","Backup Line of Credit","debt_consolidation","32350.00","18.64%","21.08%","60 months","22300.00","261","2011-10-07","In-Funding","2011-09-23","E1","MORTGAGE","6666.67","22.9%","714-749","1987-03-03","16","29","18214","76.2%","0","0","0","0","","0","","  Borrower added on 09/26/11 > Thanks for taking a look at my loan. I have tried to answer everyone's questions but simply put, this loan is being used to consolidate two vehicle loans into one. On one vehicle, the payment is $588 and on the other the payment is $361. The payment on this loan once completely funded would be approx. $832. That results in about a $117 savings per month for me. Thanks Lending Club.<br/>","Pembroke Pines, FL","","3 years"
"967134","1st loan cc","small_business","25475.00","21.28%","23.78%","60 months","13700.00","115","2011-10-10","In-Funding","2011-09-26","F2","MORTGAGE","4166.67","18.31%","660-678","2000-10-23","16","29","4161","20.1%","0","0","0","2","8","0","","","aurora, CO","","< 1 year"
"970222","Credit Card","credit_card","32000.00","12.42%","14.71%","60 months","31300.00","231","2011-10-12","In-Funding","2011-09-28","B4","OWN","5200.00","7.38%","780+","1982-02-02","2","7","2905","16.5%","0","0","0","0","","0","","","Houston, TX","","10+ years"
"970099","Major Purchase Loan","major_purchase","20750.00","20.30%","22.78%","60 months","13500.00","102","2011-10-13","In-Funding","2011-09-29","E5","MORTGAGE","6000.00","18.7%","679-713","1991-12-13","18","44","60745","77.7%","1","0","0","0","","0","","  Borrower added on 09/29/11 > Funds will be used to purchase land for future home construction.<br/> Borrower added on 09/29/11 > No delinquencies, no defaults, no foreclosures or bankruptcies ever<br/>","Tallahassee, FL","","10+ years"
"972601","consolidation","debt_consolidation","2500.00","7.90%","9.98%","36 months","1775.00","45","2011-10-14","In-Funding","2011-09-30","A4","MORTGAGE","3000.00","6.43%","714-749","1988-12-29","7","16","2485","31.9%","1","0","0","1","21","0","","  Borrower added on 10/01/11 > I will use these funds to consolidate my debt.  I have always paid my debts on time. My monthly budget allows me to cover the service of my debts.  My job is very stable and I plan to keep it.<br/> Borrower added on 10/02/11 > My credit cards interest rates are to high ranging from 16% to 24.99%<br/>","Naples, FL","","5 years"
"969230","Debt Consolidation","debt_consolidation","35000.00","12.69%","14.99%","60 months","26325.00","96","2011-10-11","In-Funding","2011-09-27","B5","RENT","9083.33","9.5%","750-779","1999-08-31","4","17","12715","58.5%","0","0","0","0","","0","","","Fort Lauderdale , FL","","3 years"
"971389","Personal Loan","debt_consolidation","12000.00","6.62%","7.99%","36 months","6450.00","50","2011-10-13","In-Funding","2011-09-29","A2","MORTGAGE","8333.33","7.16%","714-749","1991-08-15","8","18","21152","39.5%","0","0","0","0","31","0","","  Borrower added on 09/29/11 > I am taking out a loan to pay off credit card debt at a better interest rate.<br/>","Quakertown, PA","","10+ years"
"971404","Debt Consolidation Loan","debt_consolidation","35000.00","11.71%","13.99%","60 months","30050.00","184","2011-10-13","In-Funding","2011-09-29","B3","RENT","6666.67","9.84%","750-779","2002-10-16","8","14","2317","8.2%","0","0","0","0","","0","","","Charlottesville, VA","","3 years"
"878665","Refi","credit_card","12000.00","6.62%","7.99%","36 months","7500.00","60","2011-10-14","In-Funding","2011-09-30","A2","MORTGAGE","8750.00","18.27%","714-749","1996-01-01","12","42","24363","43.7%","0","0","0","0","","0","","  Borrower added on 09/30/11 > Consolidating credit cards that are at a higher rate. Excellent credit and 4+ years at current job and 15+ years in work industry.  No accounts outstanding with late payments.<br/> Borrower added on 09/30/11 > Refinancing credit cards that are at a higher rate. Excellent payment history and job history,<br/>","st louis park, MN","","4 years"
"972106","Credit card consolitation","debt_consolidation","18000.00","11.71%","14.57%","36 months","9900.00","77","2011-10-15","In-Funding","2011-10-01","B3","RENT","3540.00","10.34%","679-713","1996-04-22","8","31","14960","68.3%","0","0","0","0","","1","110","  Borrower added on 10/01/11 > credit card debt<br/> Borrower added on 10/01/11 > employment 18 years same industry - medical transcription<br/>null","Phoenix, AZ","","< 1 year"
"974358","Personal","debt_consolidation","17000.00","7.51%","9.59%","36 months","8400.00","57","2011-10-16","In-Funding","2011-10-02","A3","MORTGAGE","7250.00","12.54%","750-779","1978-10-25","15","35","17523","33.5%","0","0","0","0","","0","","","Delran, NJ","","10+ years"
"976025","mes projets","home_improvement","24000.00","11.71%","13.99%","60 months","20175.00","42","2011-10-17","In-Funding","2011-10-03","B3","MORTGAGE","11666.67","16.71%","714-749","2000-08-01","7","25","9720","81%","0","0","0","0","","0","","  Borrower added on 10/03/11 > no more comments<br/>","Fremont, CA","","1 year"
"972525","Credit Card Loan","credit_card","5000.00","7.90%","9.98%","36 months","2275.00","24","2011-10-17","In-Funding","2011-10-03","A4","MORTGAGE","6000.00","29.8%","714-749","1982-03-09","24","57","66581","21.3%","0","0","0","0","","0","","  Borrower added on 10/03/11 > payoff loan for furnace/heatpump replaced 1 year ago to avoid $2000 in deferred interest charges<br/>null","Delaware, OH","","n/a"
"973519","Consolidation","other","20000.00","12.69%","14.99%","60 months","17500.00","55","2011-10-17","In-Funding","2011-10-03","B5","MORTGAGE","3509.67","15.73%","714-749","1994-07-04","7","18","4428","38.5%","2","0","0","0","","0","","  Borrower added on 10/03/11 > Need to consolidate higher interest credit card debt and pay for vehicle.<br/>","EDMOND, OK","","5 years"
"976489","debt consolidation","debt_consolidation","20000.00","19.91%","22.38%","60 months","9600.00","30","2011-10-17","In-Funding","2011-10-03","E4","RENT","5000.00","20.04%","679-713","1993-05-10","10","19","17743","69.6%","2","0","0","0","","0","","  Borrower added on 10/04/11 > Trying to get out debt!!!<br/>null","ellington, CT","","< 1 year"
"977182","Debt Consolidation Loan","debt_consolidation","21000.00","17.27%","19.68%","60 months","14750.00","41","2011-10-18","In-Funding","2011-10-04","D3","MORTGAGE","4583.33","19.51%","679-713","1995-11-27","14","17","17354","70.3%","2","0","0","0","","0","","","Glen Allen, VA","","10+ years"
"976210","Dept Consolidation","debt_consolidation","20050.00","16.77%","19.16%","60 months","900.00","16","2011-10-18","In-Funding","2011-10-04","D2","OWN","3000.00","21.2%","679-713","1997-12-15","10","30","8825","28.5%","0","0","0","0","","0","","  Borrower added on 10/04/11 > I wish to consolidate all of my credit card and revolving accounts into one monthly payment The lower rate will allow me to pay them off in less time.<br/>","Wewoka, OK","","n/a"
"977327","Better Beginnings Loan","debt_consolidation","25975.00","17.27%","19.68%","60 months","0.00","0","2011-10-18","In-Funding","2011-10-04","D3","RENT","5020.00","22.55%","679-713","1991-12-18","12","32","54893","76.4%","0","0","0","0","","0","","  Borrower added on 10/04/11 > Our family has recently relocated back to our hometown for my new job.  We are consolidating bills so we can start to work toward buying our own home.<br/>","Princeton, IL","","2 years"
"977741","Abbypaw","medical","4800.00","11.71%","14.57%","36 months","0.00","0","2011-10-18","In-Funding","2011-10-04","B3","MORTGAGE","10908.33","8.73%","679-713","1986-08-16","10","26","22266","81.9%","2","0","0","1","18","0","","","Otsego, MN","","10+ years"
"965807","Clean up Debt","credit_card","35000.00","22.74%","25.28%","60 months","22250.00","287","2011-10-12","In-Funding","2011-09-28","G1","MORTGAGE","15000.00","15.83%","660-678","1993-04-02","20","39","62197","89%","0","0","0","0","","0","","","columbus, OH","","5 years"
"970386","Home improvement room addition","home_improvement","23800.00","8.90%","10.99%","36 months","12050.00","73","2011-10-12","In-Funding","2011-09-28","A5","OWN","8500.00","17.91%","714-749","1993-03-06","11","27","10250","22.5%","1","0","0","0","","0","","  Borrower added on 09/28/11 > Adding extra bedroom and bathroom.<br/>null","Bedford, TX","","5 years"
"971809","need money for taxes","other","5400.00","8.90%","10.99%","36 months","5200.00","86","2011-10-13","In-Funding","2011-09-29","A5","MORTGAGE","4166.67","22.39%","714-749","1995-10-23","5","27","3502","66.1%","3","0","0","0","","0","","  Borrower added on 10/01/11 > This lone will be used to pay for my property taxes. I have bean put in a tough spot.  The second part of this year has bean going great though and will not forger the generosity of the investors.<br/>thank you in advance.<br/>","Woodstock, IL","","10+ years"
"971991","Debt Consolidation Loan","debt_consolidation","13200.00","19.91%","22.38%","60 months","12850.00","117","2011-10-14","In-Funding","2011-09-30","E4","RENT","3750.00","22.19%","660-678","2000-01-31","6","19","12951","94.5%","0","0","0","0","38","0","","","BRONX, NY","","< 1 year"
"865448","Business Managers Training","small_business","35000.00","12.42%","14.71%","60 months","23275.00","47","2011-10-15","In-Funding","2011-10-01","B4","OWN","4733.33","9.13%","714-749","1981-03-28","10","25","9878","30.4%","0","0","0","0","","0","","","Yucca Valley, CA","","3 years"
"973807","Credit Card refiniance","credit_card","20000.00","15.27%","17.63%","60 months","19450.00","92","2011-10-15","In-Funding","2011-10-01","C4","MORTGAGE","6250.00","25.23%","714-749","1966-10-27","12","31","68781","71.1%","2","0","0","0","","0","","  Borrower added on 10/01/11 > I want to refinance my high rate credit cards. My household income is sufficient to cover all my current monthly expenses, as I have never been late on any payments. But it would be nice to pay a lower interest rate so I can put more of my money towards the principle. Thank you!<br/>","Houma, LA","","10+ years"
